material ID,description,level,category,category description,hierarchy category,provider,country,length,height,width,size uom,weight,weight uom,voltage,current,pressure,flow,price,currency,rank,is leaf
1,Daimler Mexico O23980,2,4,oil pump,1,Daimler,Mexico,0.28814407203601744,0.36375760606818397,0.7094490612496154,mm,0.41500000000000004,kg,0,0.0,0,0.125,0.01944311089774369,eur,0.75,True
2,KTM Canada O10513,2,4,oil pump,1,KTM,Canada,0.12256128064032049,0.6028173710094188,0.9337488457987072,mm,0.855,kg,0,0.0,0,0.125,0.9710753720595294,eur,0.5,True
3,Ferrari Egypt O37241,2,4,oil pump,1,Ferrari,Egypt,0.49091212272803136,0.8964741185296323,0.013157894736842382,mm,0.54,kg,0,0.0,0,0.875,0.5314450312049929,eur,0.25,True
4,Mercedes Turkey O26935,2,4,oil pump,1,Mercedes,Turkey,0.26279806569951614,0.29990831041093613,0.8908125577100647,mm,0.645,kg,0,1.0,0,1.0,0.3692590814530325,eur,0.0,True
5,Mercedes France O3199,2,4,oil pump,1,Mercedes,France,0.21277305319326306,0.7530215887305161,0.2867805478608805,mm,0.355,kg,0,1.0,0,0.0,0.59617538806209,eur,0.5,True
6,Hyundai Mexico O18037,2,4,oil pump,1,Hyundai,Mexico,0.924795731198933,0.5870634325247978,0.9390581717451523,mm,0.81,kg,0,0.0,0,0.875,0.5064010241638663,eur,0.5,True
7,Daimler Denmark O17377,2,4,oil pump,1,Daimler,Denmark,0.6403201600800393,0.27565224639493197,0.35056940597106795,mm,0.96,kg,0,1.0,0,0.875,0.040326452232357334,eur,0.5,True
8,Tesla Turkey O11523,2,4,oil pump,1,Tesla,Turkey,0.17225279306319888,0.4710344252729847,0.5943367189904585,mm,0.21999999999999997,kg,0,1.0,0,0.75,0.929748759801568,eur,0.0,True
9,Ford Romania O3991,2,4,oil pump,1,Ford,Romania,0.8744372186093051,0.12228057014253574,0.6590489381348108,mm,0.32499999999999996,kg,0,1.0,0,0.125,0.4097455592894863,eur,0.75,True
10,BYD India O17504,2,4,oil pump,1,BYD,India,0.8135734533933643,0.9678252896557472,0.14496768236380445,mm,0.8300000000000001,kg,0,0.0,0,1.0,0.3960633701392222,eur,0.75,True
11,Hyundai Russia O15721,2,4,oil pump,1,Hyundai,Russia,0.2841420710355189,0.2051346169875803,0.5628654970760235,mm,0.835,kg,0,1.0,0,1.0,0.4878380540886541,eur,0.0,True
12,Tesla Sweden O18665,2,4,oil pump,1,Tesla,Sweden,0.40003335000833745,0.7375177127615237,0.3761926746691292,mm,0.9299999999999999,kg,0,0.0,0,0.0,0.5692910865738517,eur,1.0,True
13,Tesla Cuba O39921,2,4,oil pump,1,Tesla,Cuba,0.6088044022011001,0.1426189880803535,0.6925207756232685,mm,0.16500000000000004,kg,0,1.0,0,0.125,0.8309729556729077,eur,0.25,True
14,Volvo Brazil O36654,2,4,oil pump,1,Volvo,Brazil,0.9874937468734367,0.050345919813286816,0.5080794090489382,mm,0.845,kg,0,0.0,0,0.625,0.4427508401344215,eur,0.25,True
15,Benz India O28684,2,4,oil pump,1,Benz,India,0.24845756211439005,0.8408768858881385,0.3318713450292401,mm,0.72,kg,0,1.0,0,0.875,0.6463034085453672,eur,0.75,True
16,Honda Chile O18656,2,4,oil pump,1,Honda,Chile,0.9756544939136229,0.07085104609485703,0.8912742382271469,mm,0.15500000000000003,kg,0,1.0,0,0.875,0.8055288846215394,eur,0.75,True
17,Tesla Brazil O2307,2,4,oil pump,1,Tesla,Brazil,0.2724695681173924,0.9250645994832041,0.09941520467836266,mm,0.98,kg,0,1.0,0,0.125,0.337133941430629,eur,1.0,True
18,Daimler Korea O29126,2,4,oil pump,1,Daimler,Korea,0.7398699349674834,0.42060515128782217,0.14673745767928628,mm,0.7,kg,0,1.0,0,0.75,0.314450312049928,eur,0.0,True
19,Acura Mexico O9610,2,4,oil pump,1,Acura,Mexico,0.597798899449725,0.5119613236642494,0.7592336103416435,mm,0.42500000000000004,kg,0,0.0,0,0.0,0.2510801728276523,eur,0.5,True
20,Ford Thailand O4446,2,4,oil pump,1,Ford,Thailand,0.4859096214774049,0.06793365007918674,0.8268698060941829,mm,0.5800000000000001,kg,0,0.0,0,0.0,0.8512962073931827,eur,0.25,True
21,Acura Turkey O29735,2,4,oil pump,1,Acura,Turkey,0.4562281140570285,0.9607401850462612,0.5711757463835025,mm,0.815,kg,0,0.0,0,0.5,0.46491438630180837,eur,0.5,True
22,Lincoln Japan O3943,2,4,oil pump,1,Lincoln,Japan,0.7655494413873614,0.6820038342919061,0.9599876885195445,mm,0.1100000000000001,kg,0,0.0,0,0.5,0.15562489998399756,eur,0.0,True
23,Mercedes Egypt O4629,2,4,oil pump,1,Mercedes,Egypt,0.8432549608137406,0.39143119113111635,0.9425977223761155,mm,0.2250000000000001,kg,0,1.0,0,0.625,0.835773723795807,eur,0.5,True
24,Volvo China O7609,2,4,oil pump,1,Volvo,China,0.5147573786893446,0.15253813453363346,0.8025546321945213,mm,0.6100000000000001,kg,0,1.0,0,0.75,0.45763322131541057,eur,0.25,True
25,Benz Indonesia O25006,2,4,oil pump,1,Benz,Indonesia,0.7542104385526096,0.1224472784862882,0.8594952293013236,mm,0.15500000000000003,kg,0,1.0,0,0.5,0.7033925428068492,eur,0.75,True
26,Ford Turkey O30423,2,4,oil pump,1,Ford,Turkey,0.8607637151909285,0.7376010669333999,0.8498768851954449,mm,0.20500000000000007,kg,0,0.0,0,0.0,0.7846055368859016,eur,0.25,True
27,Buick Chile O16060,2,4,oil pump,1,Buick,Chile,0.19393029848257445,0.5897307660248394,0.9453678054786087,mm,0.685,kg,0,0.0,0,0.75,0.8945831333013281,eur,0.0,True
28,BYD Belgium O4860,2,4,oil pump,1,BYD,Belgium,0.6785059196264805,0.18312911561223658,0.842797783933518,mm,0.665,kg,0,1.0,0,1.0,0.616178588574172,eur,0.75,True
29,Honda Canada O13599,2,4,oil pump,1,Honda,Canada,0.454060363515091,0.24756189047261848,0.8828100954139734,mm,0.19500000000000006,kg,0,1.0,0,0.75,0.5362858057289166,eur,0.75,True
30,BMW USA O29264,2,4,oil pump,1,BMW,USA,0.8550942137735525,0.09127281820455149,0.2136041859033552,mm,0.7350000000000001,kg,0,1.0,0,0.125,0.7844455112818052,eur,0.5,True
31,Daimler France O34196,2,4,oil pump,1,Daimler,France,0.614473903618476,0.18437942819038092,0.987688519544475,mm,0.6950000000000001,kg,0,0.0,0,0.75,0.13298127700432072,eur,0.75,True
32,GMC Russia O24998,2,4,oil pump,1,GMC,Russia,0.40486910121727465,0.6575810619321499,0.39296706678978177,mm,0.7150000000000001,kg,0,1.0,0,0.75,0.45195231236997924,eur,1.0,True
33,Mercedes Russia O36573,2,4,oil pump,1,Mercedes,Russia,0.09938302484575677,0.4400266733350005,0.7187596183441058,mm,0.1499999999999999,kg,0,1.0,0,0.5,0.1110977756441032,eur,0.5,True
34,Volkswagen Sweden O28665,2,4,oil pump,1,Volkswagen,Sweden,0.8302484575621153,0.09193965157956178,0.09364419821483543,mm,0.5800000000000001,kg,0,1.0,0,0.625,0.4293486957913265,eur,0.25,True
